CNPJ_Fundo;Data_Referencia;Versao;Numero_Processo;Juizo;Instancia;Data_Instauracao;Valor_Causa;Partes_Processo;Chance_Perda;Principais_Fatos;Analise_Impacto_Perda
01.636.325/0001-28;2021-12-01;1;001/1.17.0112348-8;10ª VC de POA;1º Grau;2017-10-11;9546.74;Autor: Condomínio                           Réu: Digital / Scalco;PROVÁVEL;Citado, apresentou embargos à execução.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;001/1.13.0172910-9;6ª VC de POA;1º Grau;2013-07-05;337875.85;Autor: FIIPMV                           Réu: Sienex;PROVÁVEL;Julgado parcialmente procedente decisão mantida pelo TJRS. Buscando satisfação do nosso crédito.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;001/1.18.0061157-0;15ª VC de POA;1º Grau;2018-06-21;69166.58;Autor: FIIPMV                           Réu: Usina Natural;PROVÁVEL;Citados, apresentram embargos à execução (11801329568) se pagarem as custas, seremos intimados para falar sobre.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;5002237-94.2019.8.21.0033;19ª VC de POA;1º Grau;2019-08-07;238156.48;Autor: FIIPMV                           Réu: M Martan;PROVÁVEL;Em fase de citação.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;5006524-02.2019.8.21.0001;18ª VC de POA;1º Grau;2019-05-16;83516.64;Autor: FIIPMV                           Réu: TOK;PROVÁVEL;Realizado acordo.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;001/1.19.0003815-4;16ª VC de POA;1º Grau;2019-01-29;93833.53;Autor: FIIPMV                           Réu: Usina Natural;PROVÁVEL;Em fase de citação.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;5013043-90.2019.8.21.0001;18ª VC de POA;1º Grau;2019-06-25;140057.91;Autor: FIIPMV                           Réu: Barbeiro de Sevilha;PROVÁVEL;Realizado acordo.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;001/1.11.0029285-4;4ª VC de POA;1º Grau;2011-01-31;505256.64;Autor: LASA                             Réu: FIIPMV;PROVÁVEL;Realizada perícia (para verificar qual melhor proposta: Renner X Lasa).                                                                                                                    Perito entendeu que, quantitativamente (financeira), a proposta da Renner é melhor que qualitativamente, não seria melhor.                                     Processo extinto Juiz entendeu que demanda foi equivocadamente direcionada. Lojista recorreu, e TJRS deu provimento ao recurso, determinando retorno do processo à origem para análise do mérito. Retornou a origem e remetido ao Juiz para análise e, em dez/19, julgado improcedente. Lasa recorreu.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;001/1.16.0011079-8;6ª VC de POA;1º Grau;2016-01-29;252672.96;Autor: LASA                             Réu: FIIPMV;PROVÁVEL;Sem acordo nas 2 audiências de conciliação. Contestamos, apresentando proposta da Renner lojista apresentou réplica. Julgado improcedente. Lojista recorreu. Andamento suspenso, aguardando desfecho da renovatória acima.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;5072568-66.2020.8.21.0001;14ª VC de POA;1º Grau;2020-09-30;82280.27;Autor: Bo.Bô                             Réu: FIIPMV;PROVÁVEL;Contestamos.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;5006482-16.2020.8.21.0001;5ª VC de POA;1º Grau;2020-02-04;554486.35;Autor: GNC                               Réu: FIIPMV;PROVÁVEL;Contestamos pedimos fixação do AMM em R$ 58mil Juiz analisará pedido de perícia.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;001/1.13.0275821-8;6ª VC de POA;1º Grau;2013-10-03;18799.79;Autor: Olga Coufal                                           Réu: FIIPMV e Mundo Verde;PROVÁVEL;Ação julgada procedente, com condenação solidária das rés apurar-se-á o valor.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;5011863-39.2019.8.21.0001;1ª VC de POA;1º Grau;2019-06-17;62300;Autor: Bruna Levak e outros                       Réu: FIIPMV;PROVÁVEL;Ainda sem sentença.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;1008279-07.2018.8.26.0008;3ª VC do FORO REGIONAL VIII - TATUAPÉ;1º Grau;2019-09-06;11000;Autor: Cristiano Pinzon                       Réu: FIIPMV e Moving;PROVÁVEL;Ainda sem sentença.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;9006807-20.2020.8.21.0001;5º Juizado Especial Cível de POA;1º Grau;2020-03-09;683;Autor: Camyla dos Santos Brito                                                 Réu: FIIPMV;PROVÁVEL;Ainda sem sentença.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.636.325/0001-28;2021-12-01;1;9021286-18.2020.8.21.0001;4º Juizado Especial Cível de POA;1º Grau;2020-09-30;7300;Autor: Josiane Fontoura                       Réu: FIIPMV e Moving;PROVÁVEL;Ainda sem sentença.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.657.856/0001-05;2021-12-01;1;8021504-10.2020.8.05.0001;4ª V CÍVEL E COMERCIAL DE SALVADOR;1ª INSTANCIA;2020-02-21;10085.76;ALLERIA GRILL RESTAURANTE EIRELI - ME;POSSÍVEL;EM 21/02/2020 - PETIÇÃO INICIAL REQUERENDO DEFERIMENTO DA DESOCUPAÇÃO DO IMÓVEL EM 14 DIAS POR MEIO DE LIMINAR, CITAÇÃO DA RÉ E QUE A AÇÃO SEJA JULGADA PRECEDENTE, EXTINGUINDO VÍNCULO CONTRATUAL E COM CONSEQUENTE DESPEJO DA PARTE RÉ.EM 11/03/2020 - PUBLICADO DESPACHO INICIAL DETERMINANDO A CITAÇÃO E INTIMANDO PARA AUDIENCIA EM 07/07/20. EM 26/03/2020 - JUNTADA DE AR NEGATIVO. EM 06/07/2020 - PETICIONAMOS REQUERENDO NOVA DIGILENCIA PARA CITAÇÃO POR OFICIAL E INFORMANDO NÃO TER INTERESSE NA REALIZAÇÃO DE CONCILIAÇÃO.  EM 01/09/2020 - PROFERIDO DESPACHO INTIMANDO O AUTOR PARA MANIFESTAR INTERESSE NA REALIZAÇÃO DE CITAÇÃO POR OFICIAL DE JUSTIÇA. EM 15/09/2020 - PETICIONAMOS REITERANDO PEDIDO DE CITAÇÃO POR OFICIAL DE JUSTIÇA. EM 15/10/2020 - EXPEDIDO DESPACHO VIA SISTEMA. EM 02/02/2021 - PETICIONAMOS REITERANDO O PEDIDO DE CITAÇÃO POR OFICIAL DE JUSTIÇA. EM 10/03/2021 - E-MAIL DESPACHANDO PETIÇÃO REITERANDO O PEDIDO DE CITAÇÃO POR OFICIAL DE JUSTIÇA. EM 21/04/2021 - PETICIONAMOS  REITERANDO A EXPEDIÇÃO DO MANDADO DE CITAÇÃO POR OJ. EM 19/05/2021 - ATO ORDINATÓRIO INTIMANDO A PARTE AUTORA A INFORMAR CONTATO ELETRONICO PARA INTIMAÇAO CONFORME ATO CONJUNTO 07/2020.EM 07/06/2021 - PETICIONAMOS INFORMANDO OS DADOS REQUERIDOS NO DESPACHO. EM 06/07/2021 - EXPEDIÇÃO DE MANDADO DE CITAÇÃO E INTIMAÇÃO.EM 31/07/2021 - MANDADO DEVOLVIDO POSITIVAMENTE.EM 10/08/2021 - PARTE RÉ APRESENTA CONTESTAÇÃO COM PEDIDO RECONVENCIONAL (DETERMINAÇÃO DE REVISÃO DO CONTRATO PARA SUSPENDER QUALQUER CONTRAPRESTAÇÃO FINANCEIRA CONSIGNADA EM PERÍODO DE PANDEMIA).EM 30/12/2021 - SEM MOVIMENTAÇÕES POSTERIORES.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.657.856/0001-05;2021-12-01;1;8016024-17.2021.8.05.0001;6ª V CÍVEL E COMERCIAL DE SALVADOR;1ª INSTANCIA;2021-02-11;28305;MARA BELLE CONFECCOES E COMERCIO EIRELI;POSSÍVEL;EM 11/02/2021 -  PETIÇÃO INICIAL REQUERENDO DEFERIMENTO DA DESOCUPAÇÃO DO IMÓVEL EM 14 DIAS POR MEIO DE LIMINAR, CITAÇÃO DA RÉ E QUE A AÇÃO SEJA JULGADA PRECEDENTE, EXTINGUINDO VÍNCULO CONTRATUAL E COM CONSEQUENTE DESPEJO DA PARTE RÉ.EM 10/03/2021 - E-MAIL DESPACHANDO PETIÇÃO INICIAL.EM 24/03/2021 - NOVO ENVIO DE E-MAIL PARA VARA DESPACHANDO PETIÇÃO, EM RAZÃO DO PEDIDO LIMINAR DE DESOCUPAÇÃO DO IMÓVEL.EM 14/05/2021 - PETICIONAMOS REITERANDO O PEDIDO LIMINAR E REQUERENDO A SUBSTITUIÇAO DA CAUÇÃO. EM 15/07/2021 - PETICIONAMOS REITERANDO OS PEDIDOS DA PETIÇÃO ANTERIOR E REQUERENDO O PROSSEGUIMENTO DO FEITO.EM 16/08/2021 - PETICIONAMOS INFORMANDO CIÊNCIA DE ENDEREÇO E CONTATO ELETRÔNICO DA EXECUTADA DE ACORDO COM O ATO NORMATIVO CONJUNTO N° 007/2020.EM 03/09/2021 - E-MAIL ENCAMINHADO AO CARTÓRIO REQUERENDO QUE SEJAM OS AUTOS CONCLUSOS PARA DESPACHO DO MAGISTRADO. EM 23/09 - NOVO E-MAIL ENVIADO AO GABINETE REQUERENDO QUE SEJA PROFERIDO O DESPACHO INICIAL PARA PROSSEGUIMENTO DO FEITO. EM 06/10/2021 - PROTOCOLADA PETIÇÃO REQUERENDO O PROSSEGUIMENTO DO FEITO.Em 17/11/2021 - COMPARECEMOS AO FÓRUM, PARA DESPACHAR COM O JUÍZ, SENDO INFORMADOS QUE O MESMO ESTÁ DE FÉRIAS, SEM PREVISÃO DE RETORNO E QUE O SUBSTITUTO SÓ ESTÁ DESPACHANDO CASOS DE SAÚDE E IDOSO. EM 30/12/2021 - SEM MOVIMENTAÇÕES POSTERIORES.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
01.657.856/0001-05;2021-12-01;1;8016003-41.2021.8.05.0001;10ª V CÍVEL E COMERCIAL DE SALVADOR;1ª INSTANCIA;2021-02-11;14152.44;SALVADOR INTERMEDIACAO E NEGOCIOS EIRELI;POSSÍVEL;EM 11/02/2021 - PETIÇÃO INICIAL REQUERENDO DEFERIMENTO DA DESOCUPAÇÃO DO IMÓVEL EM 14 DIAS POR MEIO DE LIMINAR, CITAÇÃO DA RÉ E QUE A AÇÃO SEJA JULGADA PRECEDENTE, EXTINGUINDO VÍNCULO CONTRATUAL E COM CONSEQUENTE DESPEJO DA PARTE RÉ.  EM 12/02/2021 - DESPACHO INTIMANDO A PARTE AUTORA PARA RECOLHIMENTO DE CUSTAS PROCESSUAIS. EM 12/02/2021 - PETIÇÃO DE JUNTADA DE CUSTAS EM 10/03/2021 - E-MAIL DESPACHANDO PETIÇÃO INICIAL.EM 12/03/2021 - DESPACHO - SUSPENSÃO DO PROCESSO POR 48H PARA SANEAMENTO. EM 18/03/2021 - PETIÇÃO INFORMANDO A REGULARIDADE DA REPRESENTAÇÃO PROCESSUAL. EM 22/04/2021 - E-MAIL PARA VARA REQUERENDO A CONCLUSÃO DOS AUTOS. EM 26/04/2021 - CONCEDIDA LIMINAR, DETERMINANDO PAGAMENTO DE CAUÇÃO EQUIVALENTE A 3 MESES DE ALUGUEL. EM 03/05/2021 - EXPEDIDA CARTA CITATÓRIA ID 102782175.EM 14/05/2021 - PETIÇÃO REQUERENDO A SUBSTITUIÇÃO DA CAUÇÃOEM 08/06/2021 - PUBLICADO DESPACHO DEFERINDO A SUBSTITUIÇÃO DA CAUÇAO EM DINHEIRO PELA DÍVIDA EM ATRASO. DETERMINANDO O CUMPRIMENTO DA ORDEM JUDICIAL DE ID 101708963. EM 08/06/2021 - PETIÇÃO INFORMANDO ENDEREÇO ELETRONICO PARA CITAÇÃO.EM 23/06/2021 -MANDADO DEVOLVIDO POSITIVAMENTE. EM 11/08/2021 - PETICIONAMOS REQUERENDO JUNTADA DE SUBSTABELECIMENTO, INFORMANDO A CITAÇÃO DO REQUERIDO E A NÃO DESOCUPAÇÃO DO IMÓVEL E SOLICITANDO A EXPEDIÇÃO DE MANDADO DE DESPEJO PARA DESOCUPAÇÃO COMPULSÓRIA.EM 03/09/2021 - E-MAIL ENCAMINHADO AO CARTÓRIO REQUERENDO QUE SEJAM OS AUTOS CONCLUSOS PARA DESPACHO DO MAGISTRADO. EM 15/09 - DESPACHO REQUERENDO A EXPEDIÇÃO DO MANDADO DE CITAÇÃO. EM 23/09 - E-MAIL ENVIADO AO CARTÓRIO REQUERENDO A EXPEDIÇÃO DE NOVO MANDADO DE CITAÇÃO. EM 07/10/2021 - JUNTADA DE CUSTAS PARA EXPEDIÇÃO DO MANDADO DE DESPEJO.EM 15/10/2021 - EXPEDIÇÃO DO MANDADO DE DESPEJO.EM 23/10/2021 - APRESENTAÇÃO DE CONTESTAÇÃO.EM 25/10/2021 - MANDADO DEVOLVIDO NEGATIVAMENTE DEVIDO A RESISTÊNCIA DO RÉU EM SAIR DO IMÓVEL.EM 30/12/2021 - SEM MOVIMENTAÇÕES POSTERIORES.;No caso de perda, o Fundo deixara de receber os valores e portanto os valores deixarão de ser distribuidos aos cotistas.
